,Unnamed: 0,traveler_id,age,occupation,income,flexibility,trip_purpose,departure_location,arrival_location,origin_gps,destination_gps,trip_distance_miles,trip_duration_minutes,departure_time_window,arrival_time_window,flexibility_pickup_earlier,flexibility_dropoff_later,origin_h3,destination_h3
309,309,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,recreation,workplace,Golden Gate Park,"[37.789, -122.4014]","[37.7694, -122.4862]",5.0,25,12:00-12:30,12:25-12:55,20,25,87283082affffff,87283095bffffff
310,310,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,hiking,home,Lands End,"[37.7489, -122.4337]","[37.7802, -122.5117]",5.5,25,07:30-08:00,07:55-08:25,20,25,872830953ffffff,872830866ffffff
311,311,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,dinner,workplace,restaurant,"[37.789, -122.4014]","[37.7831, -122.4185]",1.5,10,18:00-18:30,18:10-18:40,10,15,87283082affffff,872830828ffffff
312,312,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,gym,workplace,gym,"[37.789, -122.4014]","[37.7629, -122.435]",3.0,15,06:00-06:30,06:15-06:45,5,10,87283082affffff,87283082dffffff
313,313,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,meeting,workplace,client office,"[37.789, -122.4014]","[37.7963, -122.4058]",1.0,10,11:00-11:30,11:10-11:40,0,5,87283082affffff,87283082bffffff
314,314,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,friends,workplace,friend's house,"[37.789, -122.4014]","[37.7596, -122.4148]",3.0,15,18:30-19:00,18:45-19:15,15,20,87283082affffff,87283082cffffff
315,315,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5,872830953ffffff,87283082affffff
316,316,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10,87283082affffff,872830953ffffff
317,317,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,shopping,home,Union Square,"[37.7489, -122.4337]","[37.788, -122.4075]",3.5,20,12:00-12:30,12:20-12:50,10,15,872830953ffffff,87283082affffff
318,318,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,recreation,workplace,Golden Gate Park,"[37.789, -122.4014]","[37.7694, -122.4862]",5.0,25,12:00-12:30,12:25-12:55,20,25,87283082affffff,87283095bffffff
319,319,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,hiking,home,Lands End,"[37.7489, -122.4337]","[37.7802, -122.5117]",5.5,25,07:30-08:00,07:55-08:25,20,25,872830953ffffff,872830866ffffff
320,320,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,dinner,workplace,restaurant,"[37.789, -122.4014]","[37.7831, -122.4185]",1.5,10,18:00-18:30,18:10-18:40,10,15,87283082affffff,872830828ffffff
321,321,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,gym,workplace,gym,"[37.789, -122.4014]","[37.7629, -122.435]",3.0,15,06:00-06:30,06:15-06:45,5,10,87283082affffff,87283082dffffff
322,322,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,meeting,workplace,client office,"[37.789, -122.4014]","[37.7963, -122.4058]",1.0,10,15:00-15:30,15:10-15:40,0,5,87283082affffff,87283082bffffff
323,323,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,friends,workplace,friend's house,"[37.789, -122.4014]","[37.7596, -122.4148]",3.0,15,18:30-19:00,18:45-19:15,15,20,87283082affffff,87283082cffffff
324,324,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5,872830953ffffff,87283082affffff
325,325,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10,87283082affffff,872830953ffffff
326,326,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,shopping,home,Union Square,"[37.7489, -122.4337]","[37.788, -122.4075]",3.5,20,15:00-15:30,15:20-15:50,10,15,872830953ffffff,87283082affffff
327,327,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,recreation,workplace,Golden Gate Park,"[37.789, -122.4014]","[37.7694, -122.4862]",5.0,25,12:00-12:30,12:25-12:55,20,25,87283082affffff,87283095bffffff
328,328,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,hiking,home,Lands End,"[37.7489, -122.4337]","[37.7802, -122.5117]",5.5,25,07:30-08:00,07:55-08:25,20,25,872830953ffffff,872830866ffffff
329,329,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,dinner,workplace,restaurant,"[37.789, -122.4014]","[37.7831, -122.4185]",1.5,10,18:00-18:30,18:10-18:40,10,15,87283082affffff,872830828ffffff
330,330,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,gym,workplace,gym,"[37.789, -122.4014]","[37.7629, -122.435]",3.0,15,06:00-06:30,06:15-06:45,5,10,87283082affffff,87283082dffffff
331,331,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,meeting,workplace,client office,"[37.789, -122.4014]","[37.7963, -122.4058]",1.0,10,09:00-09:30,09:10-09:40,0,5,87283082affffff,87283082bffffff
332,332,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,friends,workplace,friend's house,"[37.789, -122.4014]","[37.7596, -122.4148]",3.0,15,18:30-19:00,18:45-19:15,15,20,87283082affffff,87283082cffffff
333,333,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5,872830953ffffff,87283082affffff
334,334,6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10,87283082affffff,872830953ffffff
335,335,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,06:30-07:00,07:00-07:30,10,0,87283082dffffff,87283082affffff
336,336,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",grocery_shopping,home,shopping,"[37.7516, -122.4325]","[37.785, -122.4062]",3.5,15,09:30-10:00,09:45-10:15,30,10,87283082dffffff,87283082affffff
337,337,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7516, -122.4325]","[37.7694, -122.4862]",4.2,20,10:00-10:30,10:20-10:50,30,20,87283082dffffff,87283095bffffff
338,338,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",medical_appointment,home,hospital,"[37.7516, -122.4325]","[37.7629, -122.4578]",2.5,15,08:30-09:00,08:45-09:15,15,0,87283082dffffff,87283095affffff
339,339,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",visit_friend,home,friend's house,"[37.7516, -122.4325]","[37.7421, -122.4216]",1.8,10,14:00-14:30,14:10-14:40,30,20,87283082dffffff,87283082cffffff
340,340,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Stonestown Galleria,"[37.7516, -122.4325]","[37.7284, -122.4767]",4.5,20,11:00-11:30,11:20-11:50,20,15,87283082dffffff,872830951ffffff
341,341,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Presidio,"[37.7516, -122.4325]","[37.7989, -122.4662]",5.0,25,07:00-07:30,07:25-07:55,30,20,87283082dffffff,872830874ffffff
342,342,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,16:30-17:00,16:55-17:25,10,0,87283082affffff,87283082dffffff
343,343,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,restaurant,"[37.7516, -122.4325]","[37.798, -122.4068]",4.7,22,18:00-18:30,18:22-18:52,20,10,87283082dffffff,87283082bffffff
344,344,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,community_center,"[37.7516, -122.4325]","[37.7836, -122.409]",3.8,18,17:00-17:30,17:18-17:48,20,10,87283082dffffff,87283082affffff
345,345,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",exercise,home,gym,"[37.7516, -122.4325]","[37.7645, -122.4262]",1.5,10,06:00-06:30,06:10-06:40,30,15,87283082dffffff,872830828ffffff
346,346,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",library,home,public_library,"[37.7516, -122.4325]","[37.7789, -122.4153]",2.8,15,13:00-13:30,13:15-13:45,20,10,87283082dffffff,872830828ffffff
347,347,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,07:30-08:00,08:00-08:30,10,0,87283082dffffff,87283082affffff
348,348,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.7516, -122.4325]","[37.7879, -122.4074]",3.2,17,12:00-12:30,12:17-12:47,30,20,87283082dffffff,87283082affffff
349,349,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",visiting_family,home,family_house,"[37.7516, -122.4325]","[37.7623, -122.4347]",1.2,8,15:00-15:30,15:08-15:38,30,20,87283082dffffff,87283082dffffff
350,350,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",concert,home,concert_hall,"[37.7516, -122.4325]","[37.7769, -122.4194]",2.6,15,19:00-19:30,19:15-19:45,10,5,87283082dffffff,872830828ffffff
351,351,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",volunteering,home,volunteer_center,"[37.7516, -122.4325]","[37.7749, -122.4194]",2.5,15,10:30-11:00,10:45-11:15,30,10,87283082dffffff,872830828ffffff
352,352,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",museum_visit,home,museum,"[37.7516, -122.4325]","[37.7857, -122.4011]",3.0,16,11:30-12:00,11:46-12:16,20,10,87283082dffffff,87283082affffff
353,353,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,18:00-18:30,18:25-18:55,10,0,87283082affffff,87283082dffffff
354,354,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",medical_appointment,home,dentist,"[37.7516, -122.4325]","[37.76, -122.435]",1.2,8,09:00-09:30,09:08-09:38,20,0,87283082dffffff,87283082dffffff
355,355,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.7516, -122.4325]","[37.7802, -122.5137]",5.5,30,08:00-08:30,08:30-09:00,30,20,87283082dffffff,872830866ffffff
356,356,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,05:30-06:00,05:55-06:25,10,0,87283082dffffff,87283082affffff
357,357,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,local_market,"[37.7516, -122.4325]","[37.7599, -122.4148]",1.7,10,16:00-16:30,16:10-16:40,20,10,87283082dffffff,87283082cffffff
358,358,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Dolores Park,"[37.7516, -122.4325]","[37.7596, -122.4269]",1.0,8,15:00-15:30,15:08-15:38,30,20,87283082dffffff,87283082cffffff
359,359,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",movie,home,cinema,"[37.7516, -122.4325]","[37.7841, -122.4075]",3.5,18,19:00-19:30,19:18-19:48,15,10,87283082dffffff,87283082affffff
360,360,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,17:30-18:00,17:55-18:25,10,0,87283082affffff,87283082dffffff
361,361,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",visit_friend,home,friend's house,"[37.7516, -122.4325]","[37.7421, -122.4216]",1.8,10,13:00-13:30,13:10-13:40,30,20,87283082dffffff,87283082cffffff
362,362,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,08:30-09:00,09:00-09:30,10,0,87283082dffffff,87283082affffff
363,363,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Farmer's Market,"[37.7516, -122.4325]","[37.795, -122.3936]",4.6,22,09:00-09:30,09:22-09:52,30,15,87283082dffffff,87283082affffff
364,364,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Alamo Square,"[37.7516, -122.4325]","[37.7764, -122.4346]",2.0,12,17:00-17:30,17:12-17:42,30,20,87283082dffffff,872830829ffffff
365,365,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,15:30-16:00,15:55-16:25,10,0,87283082affffff,87283082dffffff
366,366,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,restaurant,"[37.7516, -122.4325]","[37.798, -122.4068]",4.7,22,20:00-20:30,20:22-20:52,20,10,87283082dffffff,87283082bffffff
367,367,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,community_center,"[37.7516, -122.4325]","[37.7836, -122.409]",3.8,18,18:30-19:00,18:48-19:18,20,10,87283082dffffff,87283082affffff
368,368,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",exercise,home,gym,"[37.7516, -122.4325]","[37.7645, -122.4262]",1.5,10,07:00-07:30,07:10-07:40,30,15,87283082dffffff,872830828ffffff
369,369,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,08:00-08:30,08:25-08:55,10,0,87283082dffffff,87283082affffff
370,370,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Haight Street,"[37.7516, -122.4325]","[37.7691, -122.4489]",2.0,12,14:30-15:00,14:42-15:12,30,20,87283082dffffff,87283082dffffff
371,371,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Twin Peaks,"[37.7516, -122.4325]","[37.7544, -122.4477]",1.5,10,16:30-17:00,16:40-17:10,30,15,87283082dffffff,87283082dffffff
372,372,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,14:00-14:30,14:25-14:55,10,0,87283082affffff,87283082dffffff
373,373,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,restaurant,"[37.7516, -122.4325]","[37.798, -122.4068]",4.7,22,12:30-13:00,12:52-13:22,20,10,87283082dffffff,87283082bffffff
374,374,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,community_center,"[37.7516, -122.4325]","[37.7836, -122.409]",3.8,18,13:30-14:00,13:48-14:18,20,10,87283082dffffff,87283082affffff
375,375,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",exercise,home,gym,"[37.7516, -122.4325]","[37.7645, -122.4262]",1.5,10,08:00-08:30,08:10-08:40,30,15,87283082dffffff,872830828ffffff
376,376,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,09:30-10:00,09:55-10:25,10,0,87283082dffffff,87283082affffff
377,377,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,boutique,"[37.7516, -122.4325]","[37.7673, -122.4242]",1.2,8,15:00-15:30,15:08-15:38,30,20,87283082dffffff,872830828ffffff
378,378,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Mission Dolores Park,"[37.7516, -122.4325]","[37.7596, -122.4269]",1.0,8,11:00-11:30,11:08-11:38,30,20,87283082dffffff,87283082cffffff
379,379,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,13:00-13:30,13:25-13:55,10,0,87283082affffff,87283082dffffff
380,380,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,restaurant,"[37.7516, -122.4325]","[37.798, -122.4068]",4.7,22,11:00-11:30,11:22-11:52,20,10,87283082dffffff,87283082bffffff
381,381,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,community_center,"[37.7516, -122.4325]","[37.7836, -122.409]",3.8,18,10:00-10:30,10:18-10:48,20,10,87283082dffffff,87283082affffff
382,382,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",exercise,home,gym,"[37.7516, -122.4325]","[37.7645, -122.4262]",1.5,10,17:00-17:30,17:10-17:40,30,15,87283082dffffff,872830828ffffff
383,383,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,10:30-11:00,10:55-11:25,10,0,87283082dffffff,87283082affffff
384,384,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,mall,"[37.7516, -122.4325]","[37.7848, -122.4008]",3.5,18,13:30-14:00,13:48-14:18,30,20,87283082dffffff,87283082affffff
385,385,7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Bridge,"[37.7516, -122.4325]","[37.8199, -122.4783]",6.0,30,16:00-16:30,16:30-17:00,30,20,87283082dffffff,872830870ffffff
386,386,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.7516, -122.4333]","[37.788, -122.4075]",4.0,20,09:00-09:30,09:20-09:50,30,30,87283082dffffff,87283082affffff
387,387,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7516, -122.4333]","[37.7694, -122.4862]",3.5,15,10:00-10:30,10:15-10:45,20,40,87283082dffffff,87283095bffffff
388,388,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.7516, -122.4333]","[37.7802, -122.5137]",5.0,25,11:00-11:30,11:25-11:55,25,45,87283082dffffff,872830866ffffff
389,389,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workplace,home,Financial District,"[37.7516, -122.4333]","[37.793, -122.3964]",5.2,30,08:00-08:30,08:30-09:00,10,10,87283082dffffff,87283082affffff
390,390,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Stonestown Galleria,"[37.7516, -122.4333]","[37.7289, -122.4768]",4.0,20,13:00-13:30,13:20-13:50,30,30,87283082dffffff,872830951ffffff
391,391,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Presidio,"[37.7516, -122.4333]","[37.7989, -122.4662]",3.5,18,14:00-14:30,14:18-14:48,20,40,87283082dffffff,872830874ffffff
392,392,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,North Beach,"[37.7516, -122.4333]","[37.8024, -122.4058]",4.5,22,18:00-18:30,18:22-18:52,15,25,87283082dffffff,87283080cffffff
393,393,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cultural,home,San Francisco Museum of Modern Art,"[37.7516, -122.4333]","[37.7857, -122.4011]",4.0,20,12:00-12:30,12:20-12:50,25,35,87283082dffffff,87283082affffff
394,394,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",social,home,Mission District,"[37.7516, -122.4333]","[37.7599, -122.4148]",2.0,10,15:00-15:30,15:10-15:40,20,30,87283082dffffff,87283082cffffff
395,395,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",medical,home,UCSF Medical Center,"[37.7516, -122.4333]","[37.7631, -122.4588]",2.5,12,07:00-07:30,07:12-07:42,10,10,87283082dffffff,87283095affffff
396,396,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Ferry Building Marketplace,"[37.7516, -122.4333]","[37.7955, -122.3937]",5.0,25,11:00-11:30,11:25-11:55,30,30,87283082dffffff,87283082affffff
397,397,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Ocean Beach,"[37.7516, -122.4333]","[37.7597, -122.5107]",4.5,20,16:00-16:30,16:20-16:50,25,40,87283082dffffff,872830959ffffff
398,398,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workplace,home,SoMa,"[37.7516, -122.4333]","[37.7786, -122.4059]",3.5,18,07:30-08:00,07:48-08:18,10,10,87283082dffffff,872830828ffffff
399,399,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Dolores Park,"[37.7516, -122.4333]","[37.7596, -122.4269]",1.0,5,17:00-17:30,17:05-17:35,20,30,87283082dffffff,87283082cffffff
400,400,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",social,home,Chinatown,"[37.7516, -122.4333]","[37.7941, -122.4078]",4.0,20,19:00-19:30,19:20-19:50,15,25,87283082dffffff,87283082bffffff
401,401,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Westfield San Francisco Centre,"[37.7516, -122.4333]","[37.7841, -122.4075]",3.5,18,13:00-13:30,13:18-13:48,30,30,87283082dffffff,87283082affffff
402,402,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cultural,home,Asian Art Museum,"[37.7516, -122.4333]","[37.7802, -122.416]",2.0,10,11:00-11:30,11:10-11:40,25,35,87283082dffffff,872830828ffffff
403,403,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,Fisherman's Wharf,"[37.7516, -122.4333]","[37.808, -122.4177]",5.0,25,18:30-19:00,18:55-19:25,15,25,87283082dffffff,87283080dffffff
404,404,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Twin Peaks,"[37.7516, -122.4333]","[37.7544, -122.4477]",1.5,8,15:30-16:00,15:38-16:08,20,40,87283082dffffff,87283082dffffff
405,405,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Baker Beach,"[37.7516, -122.4333]","[37.7935, -122.4832]",4.5,22,10:30-11:00,10:52-11:22,25,45,87283082dffffff,872830875ffffff
406,406,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workplace,home,Union Square (office),"[37.7516, -122.4333]","[37.7879, -122.4074]",4.0,20,08:30-09:00,08:50-09:20,10,10,87283082dffffff,87283082affffff
407,407,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Japantown,"[37.7516, -122.4333]","[37.785, -122.4293]",2.0,10,14:00-14:30,14:10-14:40,30,30,87283082dffffff,872830829ffffff
408,408,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Ghirardelli Square,"[37.7516, -122.4333]","[37.8059, -122.4227]",4.5,22,17:30-18:00,17:52-18:22,25,40,87283082dffffff,87283082bffffff
409,409,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",social,home,Noe Valley,"[37.7516, -122.4333]","[37.7495, -122.435]",0.3,2,20:00-20:30,20:02-20:32,20,30,87283082dffffff,872830953ffffff
410,410,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workplace,home,Embarcadero,"[37.7516, -122.4333]","[37.7946, -122.3948]",5.0,25,07:00-07:30,07:25-07:55,10,10,87283082dffffff,87283082affffff
411,411,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Yerba Buena Gardens,"[37.7516, -122.4333]","[37.7846, -122.4025]",3.5,18,16:00-16:30,16:18-16:48,20,40,87283082dffffff,87283082affffff
412,412,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Haight Street,"[37.7516, -122.4333]","[37.77, -122.4469]",2.5,12,15:00-15:30,15:12-15:42,30,30,87283082dffffff,87283082dffffff
413,413,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,Castro District,"[37.7516, -122.4333]","[37.7621, -122.434]",1.0,5,19:30-20:00,19:35-20:05,15,25,87283082dffffff,87283082dffffff
414,414,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cultural,home,de Young Museum,"[37.7516, -122.4333]","[37.7715, -122.4687]",3.0,15,10:00-10:30,10:15-10:45,25,35,87283082dffffff,87283095affffff
415,415,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Corona Heights Park,"[37.7516, -122.4333]","[37.765, -122.4412]",1.5,8,09:00-09:30,09:08-09:38,25,45,87283082dffffff,87283082dffffff
416,416,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workplace,home,Tech Hub (SoMa),"[37.7516, -122.4333]","[37.7785, -122.4057]",3.5,18,08:00-08:30,08:18-08:48,10,10,87283082dffffff,872830828ffffff
417,417,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Alamo Square,"[37.7516, -122.4333]","[37.7763, -122.4349]",2.0,10,14:30-15:00,14:40-15:10,20,40,87283082dffffff,872830829ffffff
418,418,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,West Portal,"[37.7516, -122.4333]","[37.7402, -122.4664]",3.0,15,13:30-14:00,13:45-14:15,30,30,87283082dffffff,87283095effffff
419,419,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,Marina District,"[37.7516, -122.4333]","[37.8033, -122.4368]",4.0,20,18:00-18:30,18:20-18:50,15,25,87283082dffffff,872830876ffffff
420,420,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",social,home,SOMA (bar),"[37.7516, -122.4333]","[37.7813, -122.4075]",3.5,18,20:00-20:30,20:18-20:48,20,30,87283082dffffff,872830828ffffff
421,421,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workplace,home,Civic Center,"[37.7516, -122.4333]","[37.7793, -122.4193]",2.5,12,07:30-08:00,07:42-08:12,10,10,87283082dffffff,872830828ffffff
422,422,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Crissy Field,"[37.7516, -122.4333]","[37.8043, -122.4657]",5.0,25,09:30-10:00,09:55-10:25,20,40,87283082dffffff,872830870ffffff
423,423,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Fillmore Street,"[37.7516, -122.4333]","[37.787, -122.4331]",2.5,12,12:00-12:30,12:12-12:42,30,30,87283082dffffff,872830829ffffff
