traveler_id,age,occupation,income,flexibility,trip_purpose,departure_location,arrival_location,origin_gps,destination_gps,trip_distance_miles,trip_duration_minutes,departure_time_window,arrival_time_window,flexibility_pickup_earlier,flexibility_dropoff_later
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",medical_appointment,home,hospital,"[37.7489, -122.435]","[37.7629, -122.4582]",2.0,12,14:00-14:30,14:12-14:42,5,5
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",shopping,home,Stonestown Galleria,"[37.7489, -122.435]","[37.728, -122.4756]",3.2,15,15:00-15:30,15:15-15:45,10,15
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",work,home,workplace,"[37.7489, -122.435]","[37.7895, -122.3942]",4.6,25,07:30-08:00,07:55-08:25,0,10
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",grocery_shopping,home,shopping,"[37.7489, -122.435]","[37.7845, -122.4076]",3.2,20,10:00-10:30,10:20-10:50,10,15
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",recreation,home,Golden Gate Park,"[37.7489, -122.435]","[37.7694, -122.4862]",3.0,15,11:00-11:30,11:15-11:45,15,30
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",personal_appointment,home,Civic Center,"[37.7489, -122.435]","[37.7793, -122.4192]",3.5,20,13:00-13:30,13:20-13:50,5,5
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",visit_friend,home,friend's place,"[37.7489, -122.435]","[37.7562, -122.4218]",1.2,10,18:00-18:30,18:10-18:40,20,30
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",work,workplace,home,"[37.7895, -122.3942]","[37.7489, -122.435]",4.6,30,17:00-17:30,17:30-18:00,0,10
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",dining_out,home,restaurant,"[37.7489, -122.435]","[37.7985, -122.4078]",4.0,22,19:00-19:30,19:22-19:52,15,20
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Twin Peaks,"[37.7489, -122.435]","[37.7544, -122.4477]",2.5,15,09:00-09:30,09:15-09:45,20,30
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",medical_appointment,home,hospital,"[37.7489, -122.435]","[37.7629, -122.4582]",2.0,12,14:00-14:30,14:12-14:42,5,5
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",shopping,home,Stonestown Galleria,"[37.7489, -122.435]","[37.728, -122.4756]",3.2,15,15:00-15:30,15:15-15:45,10,15
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",work,home,workplace,"[37.7489, -122.435]","[37.7895, -122.3942]",4.6,25,07:30-08:00,07:55-08:25,0,10
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",grocery_shopping,home,shopping,"[37.7489, -122.435]","[37.7845, -122.4076]",3.2,20,10:00-10:30,10:20-10:50,10,15
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",recreation,home,Golden Gate Park,"[37.7489, -122.435]","[37.7694, -122.4862]",3.0,15,11:00-11:30,11:15-11:45,15,30
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",personal_appointment,home,Civic Center,"[37.7489, -122.435]","[37.7793, -122.4192]",3.5,20,13:00-13:30,13:20-13:50,5,5
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",visit_friend,home,friend's place,"[37.7489, -122.435]","[37.7562, -122.4218]",1.2,10,18:00-18:30,18:10-18:40,20,30
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",work,workplace,home,"[37.7895, -122.3942]","[37.7489, -122.435]",4.6,30,17:00-17:30,17:30-18:00,0,10
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",dining_out,home,restaurant,"[37.7489, -122.435]","[37.7985, -122.4078]",4.0,22,19:00-19:30,19:22-19:52,15,20
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Twin Peaks,"[37.7489, -122.435]","[37.7544, -122.4477]",2.5,15,09:00-09:30,09:15-09:45,20,30
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",medical_appointment,home,hospital,"[37.7489, -122.435]","[37.7629, -122.4582]",2.0,12,14:00-14:30,14:12-14:42,5,5
5,26-35,teacher,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",shopping,home,Stonestown Galleria,"[37.7489, -122.435]","[37.728, -122.4756]",3.2,15,15:00-15:30,15:15-15:45,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,shopping,home,Stonestown Galleria,"[37.7489, -122.4337]","[37.7275, -122.4769]",4.0,18,11:00-11:30,11:18-11:48,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,recreation,home,Golden Gate Park,"[37.7489, -122.4337]","[37.7694, -122.4862]",3.5,15,09:00-09:30,09:15-09:45,15,20
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,hiking,home,Presidio,"[37.7489, -122.4337]","[37.7989, -122.4662]",5.0,20,08:30-09:00,08:50-09:20,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,dinner,home,restaurant,"[37.7489, -122.4337]","[37.7831, -122.4185]",4.2,17,18:30-19:00,18:47-19:17,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,gym,home,gym,"[37.7489, -122.4337]","[37.7629, -122.435]",1.5,10,06:30-07:00,06:40-07:10,5,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,meeting,workplace,client office,"[37.789, -122.4014]","[37.7963, -122.4058]",1.0,10,10:00-10:30,10:10-10:40,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,friends,home,friend's house,"[37.7489, -122.4337]","[37.7596, -122.4148]",2.0,12,14:00-14:30,14:12-14:42,15,20
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,shopping,home,Union Square,"[37.7489, -122.4337]","[37.788, -122.4075]",3.5,20,16:00-16:30,16:20-16:50,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,recreation,workplace,Golden Gate Park,"[37.789, -122.4014]","[37.7694, -122.4862]",5.0,25,12:00-12:30,12:25-12:55,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,hiking,home,Lands End,"[37.7489, -122.4337]","[37.7802, -122.5117]",5.5,25,07:30-08:00,07:55-08:25,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,dinner,workplace,restaurant,"[37.789, -122.4014]","[37.7831, -122.4185]",1.5,10,18:00-18:30,18:10-18:40,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,gym,workplace,gym,"[37.789, -122.4014]","[37.7629, -122.435]",3.0,15,06:00-06:30,06:15-06:45,5,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,meeting,workplace,client office,"[37.789, -122.4014]","[37.7963, -122.4058]",1.0,10,14:00-14:30,14:10-14:40,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,friends,workplace,friend's house,"[37.789, -122.4014]","[37.7596, -122.4148]",3.0,15,18:30-19:00,18:45-19:15,15,20
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,shopping,home,Union Square,"[37.7489, -122.4337]","[37.788, -122.4075]",3.5,20,10:00-10:30,10:20-10:50,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,recreation,workplace,Golden Gate Park,"[37.789, -122.4014]","[37.7694, -122.4862]",5.0,25,12:00-12:30,12:25-12:55,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,hiking,home,Lands End,"[37.7489, -122.4337]","[37.7802, -122.5117]",5.5,25,07:30-08:00,07:55-08:25,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,dinner,workplace,restaurant,"[37.789, -122.4014]","[37.7831, -122.4185]",1.5,10,18:00-18:30,18:10-18:40,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,gym,workplace,gym,"[37.789, -122.4014]","[37.7629, -122.435]",3.0,15,06:00-06:30,06:15-06:45,5,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,meeting,workplace,client office,"[37.789, -122.4014]","[37.7963, -122.4058]",1.0,10,16:00-16:30,16:10-16:40,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,friends,workplace,friend's house,"[37.789, -122.4014]","[37.7596, -122.4148]",3.0,15,18:30-19:00,18:45-19:15,15,20
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,shopping,home,Union Square,"[37.7489, -122.4337]","[37.788, -122.4075]",3.5,20,13:00-13:30,13:20-13:50,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,recreation,workplace,Golden Gate Park,"[37.789, -122.4014]","[37.7694, -122.4862]",5.0,25,12:00-12:30,12:25-12:55,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,hiking,home,Lands End,"[37.7489, -122.4337]","[37.7802, -122.5117]",5.5,25,07:30-08:00,07:55-08:25,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,dinner,workplace,restaurant,"[37.789, -122.4014]","[37.7831, -122.4185]",1.5,10,18:00-18:30,18:10-18:40,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,gym,workplace,gym,"[37.789, -122.4014]","[37.7629, -122.435]",3.0,15,06:00-06:30,06:15-06:45,5,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,meeting,workplace,client office,"[37.789, -122.4014]","[37.7963, -122.4058]",1.0,10,11:00-11:30,11:10-11:40,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,friends,workplace,friend's house,"[37.789, -122.4014]","[37.7596, -122.4148]",3.0,15,18:30-19:00,18:45-19:15,15,20
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,shopping,home,Union Square,"[37.7489, -122.4337]","[37.788, -122.4075]",3.5,20,12:00-12:30,12:20-12:50,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,recreation,workplace,Golden Gate Park,"[37.789, -122.4014]","[37.7694, -122.4862]",5.0,25,12:00-12:30,12:25-12:55,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,hiking,home,Lands End,"[37.7489, -122.4337]","[37.7802, -122.5117]",5.5,25,07:30-08:00,07:55-08:25,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,dinner,workplace,restaurant,"[37.789, -122.4014]","[37.7831, -122.4185]",1.5,10,18:00-18:30,18:10-18:40,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,gym,workplace,gym,"[37.789, -122.4014]","[37.7629, -122.435]",3.0,15,06:00-06:30,06:15-06:45,5,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,meeting,workplace,client office,"[37.789, -122.4014]","[37.7963, -122.4058]",1.0,10,15:00-15:30,15:10-15:40,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,friends,workplace,friend's house,"[37.789, -122.4014]","[37.7596, -122.4148]",3.0,15,18:30-19:00,18:45-19:15,15,20
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,shopping,home,Union Square,"[37.7489, -122.4337]","[37.788, -122.4075]",3.5,20,15:00-15:30,15:20-15:50,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,recreation,workplace,Golden Gate Park,"[37.789, -122.4014]","[37.7694, -122.4862]",5.0,25,12:00-12:30,12:25-12:55,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,hiking,home,Lands End,"[37.7489, -122.4337]","[37.7802, -122.5117]",5.5,25,07:30-08:00,07:55-08:25,20,25
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,dinner,workplace,restaurant,"[37.789, -122.4014]","[37.7831, -122.4185]",1.5,10,18:00-18:30,18:10-18:40,10,15
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,gym,workplace,gym,"[37.789, -122.4014]","[37.7629, -122.435]",3.0,15,06:00-06:30,06:15-06:45,5,10
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,meeting,workplace,client office,"[37.789, -122.4014]","[37.7963, -122.4058]",1.0,10,09:00-09:30,09:10-09:40,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,friends,workplace,friend's house,"[37.789, -122.4014]","[37.7596, -122.4148]",3.0,15,18:30-19:00,18:45-19:15,15,20
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,home,workplace,"[37.7489, -122.4337]","[37.789, -122.4014]",4.5,22,07:45-08:15,08:15-08:45,0,5
6,26-35,IT professional,$50K - $75K,inflexible for any schedule changes,work,workplace,home,"[37.789, -122.4014]","[37.7489, -122.4337]",4.5,25,17:00-17:30,17:25-17:55,0,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,06:30-07:00,07:00-07:30,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",grocery_shopping,home,shopping,"[37.7516, -122.4325]","[37.785, -122.4062]",3.5,15,09:30-10:00,09:45-10:15,30,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7516, -122.4325]","[37.7694, -122.4862]",4.2,20,10:00-10:30,10:20-10:50,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",medical_appointment,home,hospital,"[37.7516, -122.4325]","[37.7629, -122.4578]",2.5,15,08:30-09:00,08:45-09:15,15,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",visit_friend,home,friend's house,"[37.7516, -122.4325]","[37.7421, -122.4216]",1.8,10,14:00-14:30,14:10-14:40,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Stonestown Galleria,"[37.7516, -122.4325]","[37.7284, -122.4767]",4.5,20,11:00-11:30,11:20-11:50,20,15
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Presidio,"[37.7516, -122.4325]","[37.7989, -122.4662]",5.0,25,07:00-07:30,07:25-07:55,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,16:30-17:00,16:55-17:25,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,restaurant,"[37.7516, -122.4325]","[37.798, -122.4068]",4.7,22,18:00-18:30,18:22-18:52,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,community_center,"[37.7516, -122.4325]","[37.7836, -122.409]",3.8,18,17:00-17:30,17:18-17:48,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",exercise,home,gym,"[37.7516, -122.4325]","[37.7645, -122.4262]",1.5,10,06:00-06:30,06:10-06:40,30,15
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",library,home,public_library,"[37.7516, -122.4325]","[37.7789, -122.4153]",2.8,15,13:00-13:30,13:15-13:45,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,07:30-08:00,08:00-08:30,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.7516, -122.4325]","[37.7879, -122.4074]",3.2,17,12:00-12:30,12:17-12:47,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",visiting_family,home,family_house,"[37.7516, -122.4325]","[37.7623, -122.4347]",1.2,8,15:00-15:30,15:08-15:38,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",concert,home,concert_hall,"[37.7516, -122.4325]","[37.7769, -122.4194]",2.6,15,19:00-19:30,19:15-19:45,10,5
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",volunteering,home,volunteer_center,"[37.7516, -122.4325]","[37.7749, -122.4194]",2.5,15,10:30-11:00,10:45-11:15,30,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",museum_visit,home,museum,"[37.7516, -122.4325]","[37.7857, -122.4011]",3.0,16,11:30-12:00,11:46-12:16,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,18:00-18:30,18:25-18:55,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",medical_appointment,home,dentist,"[37.7516, -122.4325]","[37.76, -122.435]",1.2,8,09:00-09:30,09:08-09:38,20,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.7516, -122.4325]","[37.7802, -122.5137]",5.5,30,08:00-08:30,08:30-09:00,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,05:30-06:00,05:55-06:25,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,local_market,"[37.7516, -122.4325]","[37.7599, -122.4148]",1.7,10,16:00-16:30,16:10-16:40,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Dolores Park,"[37.7516, -122.4325]","[37.7596, -122.4269]",1.0,8,15:00-15:30,15:08-15:38,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",movie,home,cinema,"[37.7516, -122.4325]","[37.7841, -122.4075]",3.5,18,19:00-19:30,19:18-19:48,15,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,17:30-18:00,17:55-18:25,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",visit_friend,home,friend's house,"[37.7516, -122.4325]","[37.7421, -122.4216]",1.8,10,13:00-13:30,13:10-13:40,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,08:30-09:00,09:00-09:30,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Farmer's Market,"[37.7516, -122.4325]","[37.795, -122.3936]",4.6,22,09:00-09:30,09:22-09:52,30,15
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Alamo Square,"[37.7516, -122.4325]","[37.7764, -122.4346]",2.0,12,17:00-17:30,17:12-17:42,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,15:30-16:00,15:55-16:25,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,restaurant,"[37.7516, -122.4325]","[37.798, -122.4068]",4.7,22,20:00-20:30,20:22-20:52,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,community_center,"[37.7516, -122.4325]","[37.7836, -122.409]",3.8,18,18:30-19:00,18:48-19:18,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",exercise,home,gym,"[37.7516, -122.4325]","[37.7645, -122.4262]",1.5,10,07:00-07:30,07:10-07:40,30,15
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,08:00-08:30,08:25-08:55,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Haight Street,"[37.7516, -122.4325]","[37.7691, -122.4489]",2.0,12,14:30-15:00,14:42-15:12,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Twin Peaks,"[37.7516, -122.4325]","[37.7544, -122.4477]",1.5,10,16:30-17:00,16:40-17:10,30,15
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,14:00-14:30,14:25-14:55,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,restaurant,"[37.7516, -122.4325]","[37.798, -122.4068]",4.7,22,12:30-13:00,12:52-13:22,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,community_center,"[37.7516, -122.4325]","[37.7836, -122.409]",3.8,18,13:30-14:00,13:48-14:18,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",exercise,home,gym,"[37.7516, -122.4325]","[37.7645, -122.4262]",1.5,10,08:00-08:30,08:10-08:40,30,15
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,09:30-10:00,09:55-10:25,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,boutique,"[37.7516, -122.4325]","[37.7673, -122.4242]",1.2,8,15:00-15:30,15:08-15:38,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Mission Dolores Park,"[37.7516, -122.4325]","[37.7596, -122.4269]",1.0,8,11:00-11:30,11:08-11:38,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.793, -122.3969]","[37.7516, -122.4325]",4.8,25,13:00-13:30,13:25-13:55,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,restaurant,"[37.7516, -122.4325]","[37.798, -122.4068]",4.7,22,11:00-11:30,11:22-11:52,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,community_center,"[37.7516, -122.4325]","[37.7836, -122.409]",3.8,18,10:00-10:30,10:18-10:48,20,10
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",exercise,home,gym,"[37.7516, -122.4325]","[37.7645, -122.4262]",1.5,10,17:00-17:30,17:10-17:40,30,15
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7516, -122.4325]","[37.793, -122.3969]",4.8,25,10:30-11:00,10:55-11:25,10,0
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,mall,"[37.7516, -122.4325]","[37.7848, -122.4008]",3.5,18,13:30-14:00,13:48-14:18,30,20
7,65+,construction worker,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Bridge,"[37.7516, -122.4325]","[37.8199, -122.4783]",6.0,30,16:00-16:30,16:30-17:00,30,20
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.7516, -122.4333]","[37.788, -122.4075]",4.0,20,09:00-09:30,09:20-09:50,30,30
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7516, -122.4333]","[37.7694, -122.4862]",3.5,15,10:00-10:30,10:15-10:45,20,40
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.7516, -122.4333]","[37.7802, -122.5137]",5.0,25,11:00-11:30,11:25-11:55,25,45
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workplace,home,Financial District,"[37.7516, -122.4333]","[37.793, -122.3964]",5.2,30,08:00-08:30,08:30-09:00,10,10
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Stonestown Galleria,"[37.7516, -122.4333]","[37.7289, -122.4768]",4.0,20,13:00-13:30,13:20-13:50,30,30
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Presidio,"[37.7516, -122.4333]","[37.7989, -122.4662]",3.5,18,14:00-14:30,14:18-14:48,20,40
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,North Beach,"[37.7516, -122.4333]","[37.8024, -122.4058]",4.5,22,18:00-18:30,18:22-18:52,15,25
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cultural,home,San Francisco Museum of Modern Art,"[37.7516, -122.4333]","[37.7857, -122.4011]",4.0,20,12:00-12:30,12:20-12:50,25,35
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",social,home,Mission District,"[37.7516, -122.4333]","[37.7599, -122.4148]",2.0,10,15:00-15:30,15:10-15:40,20,30
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",medical,home,UCSF Medical Center,"[37.7516, -122.4333]","[37.7631, -122.4588]",2.5,12,07:00-07:30,07:12-07:42,10,10
8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Ferry Building Marketplace,"[37.7516, -122.4333]","[37.7955, -122.3937]",5.0,25,11:00-11:30,11:25-11:55,30,30
